code	name	total	0-9	9-19	19-29	29-39	39-49	49-59	59-69	69-79	80+
170770	Filadélfia	8874	1522	1408	1569	1284	1140	813	579	369	190
170820	Formoso do Araguaia	18399	2650	2782	3016	2631	2590	2175	1417	767	371
170825	Fortaleza do Tabocão	2602	429	385	510	376	369	258	158	72	45
170830	Goianorte	5130	767	728	845	762	761	609	357	213	88
170900	Goiatins	13095	2666	2300	2229	1789	1394	1204	785	478	250
170930	Guaraí	26165	3578	4082	4614	4283	3867	2740	1687	893	421
170950	Gurupi	87545	11521	14346	15365	15244	12275	9039	5606	2851	1298
170980	Ipueiras	2052	363	298	342	329	237	205	131	106	41
171050	Itacajá	7452	1373	1270	1233	1031	953	688	466	274	164
171070	Itaguatins	5832	1048	897	933	870	726	589	424	229	116
171090	Itapiratins	3795	576	544	675	519	536	358	323	168	96
171110	Itaporã do Tocantins	2420	364	361	421	346	351	280	159	97	41
171150	Jaú do Tocantins	3878	596	523	517	510	586	508	371	185	82
171180	Juarina	2184	342	342	363	321	295	247	146	92	36
171190	Lagoa da Confusão	13676	2569	2535	2399	2209	1790	1119	617	304	134
171195	Lagoa do Tocantins	4393	1046	743	795	529	459	337	264	147	73
171200	Lajeado	3167	546	566	509	405	437	289	249	119	47
171215	Lavandeira	1954	345	314	272	260	286	224	143	78	32
171240	Lizarda	3733	694	557	658	484	407	399	319	141	74
171245	Luzinópolis	3154	590	499	473	471	421	309	206	123	62
171250	Marianópolis do Tocantins	5254	884	837	897	766	713	582	362	159	54
171270	Mateiros	2729	604	496	588	364	315	184	92	60	26
171280	Maurilândia do Tocantins	3448	641	539	561	496	444	355	215	130	67
171320	Miracema do Tocantins	17936	2766	3012	3222	2564	2210	1786	1302	685	389
171330	Miranorte	13493	1867	2043	2172	2007	1912	1413	1088	653	338
171360	Monte do Carmo	8066	1417	1133	1343	972	1127	869	678	360	167
171370	Monte Santo do Tocantins	2295	311	310	347	332	369	286	188	111	41
171395	Muricilândia	3587	652	639	583	477	464	347	233	125	67
171420	Natividade	9250	1477	1312	1606	1413	1175	958	673	419	217
171430	Nazaré	3834	607	564	543	585	546	391	298	195	105
171488	Nova Olinda	11917	2096	2028	1960	1863	1528	1115	723	414	190
171500	Nova Rosalândia	4304	610	589	656	582	623	517	368	228	131
171510	Novo Acordo	4397	730	695	737	621	494	480	344	209	87
171515	Novo Alegre	2332	323	318	368	367	362	273	173	105	43
171525	Novo Jardim	2745	532	479	477	380	352	248	146	94	37
171550	Oliveira de Fátima	1118	189	170	191	150	149	102	89	53	25
172100	Palmas	306296	45974	60044	58312	55086	40161	24498	13863	6189	2169
171570	Palmeirante	6131	1158	940	1105	863	837	599	375	184	70
171380	Palmeiras do Tocantins	6745	1180	1069	1225	1145	816	580	368	236	126
171575	Palmeirópolis	7676	1032	1138	1205	1212	1117	931	580	318	143
171610	Paraíso do Tocantins	51891	7283	8608	8952	8892	7153	5340	3186	1706	771
171620	Paranã	10437	1857	1571	1826	1575	1283	1028	698	400	199
171630	Pau D'Arco	4867	758	725	859	738	645	531	358	178	75
171650	Pedro Afonso	13773	2149	2199	2618	2492	1967	1105	679	362	202
171660	Peixe	11873	1800	1622	2051	1740	1814	1328	871	461	186
171665	Pequizeiro	5512	803	831	923	752	811	674	387	228	103
171700	Pindorama do Tocantins	4430	761	715	643	633	583	509	330	186	70
171720	Piraquê	3033	414	401	446	421	461	402	271	174	43
171750	Pium	7743	1207	1177	1268	1082	1032	893	595	324	165
171780	Ponte Alta do Bom Jesus	4591	757	618	744	630	601	518	380	227	116
171790	Ponte Alta do Tocantins	8116	1448	1274	1378	1225	1010	860	503	283	135
171800	Porto Alegre do Tocantins	3170	546	446	625	439	387	302	232	137	56
171820	Porto Nacional	53316	8153	8902	9242	8770	7122	5063	3308	1809	947
171830	Praia Norte	8498	1752	1543	1556	1245	947	609	456	276	114
171840	Presidente Kennedy	3676	526	593	605	512	511	396	272	175	86
171845	Pugmil	2717	483	490	475	371	367	282	147	70	32
171850	Recursolândia	4342	898	786	766	593	479	384	233	141	62
171855	Riachinho	4684	825	670	751	682	605	497	360	197	97
171865	Rio da Conceição	2171	376	391	443	352	264	147	91	71	36
171870	Rio dos Bois	2856	452	418	458	404	432	342	215	88	47
171875	Rio Sono	6488	1038	927	1107	924	791	724	512	316	149
171880	Sampaio	4794	954	849	981	706	529	371	213	118	73
171884	Sandolândia	3373	523	500	511	446	524	414	264	143	48
171886	Santa Fé do Araguaia	7595	1340	1309	1480	1178	894	674	424	214	82
171888	Santa Maria do Tocantins	3486	617	530	559	467	453	382	270	143	65
171889	Santa Rita do Tocantins	2386	410	370	377	314	370	271	164	88	22
171890	Santa Rosa do Tocantins	4846	890	687	797	675	642	523	344	195	93
171900	Santa Tereza do Tocantins	2897	570	466	505	406	328	305	191	73	53
172000	Santa Terezinha do Tocantins	2530	394	407	439	393	328	269	150	95	55
172010	São Bento do Tocantins	5391	1106	908	1003	851	661	394	249	152	67
172015	São Félix do Tocantins	1598	337	268	286	230	170	138	98	42	29
172020	São Miguel do Tocantins	12294	2286	2200	2198	1888	1428	1003	680	415	196
172025	São Salvador do Tocantins	3094	525	487	606	477	375	299	186	96	43
172030	São Sebastião do Tocantins	4852	901	873	829	724	605	412	308	135	65
172049	São Valério	3904	608	477	650	521	506	477	342	222	101
172065	Silvanópolis	5428	880	714	889	741	692	566	455	328	163
172080	Sítio Novo do Tocantins	8997	1485	1446	1479	1479	1090	834	641	350	193
172085	Sucupira	1986	310	317	341	273	310	168	145	94	28
172090	Taguatinga	16825	2459	2583	2879	2599	2266	1767	1213	720	339
172093	Taipas do Tocantins	2166	398	326	386	322	275	185	153	77	44
172097	Talismã	2812	379	395	496	427	414	357	198	102	44
172110	Tocantínia	7617	1731	1538	1383	1005	726	587	347	192	108
172120	Tocantinópolis	22845	3822	3820	3862	3638	2738	2162	1491	804	508
172125	Tupirama	1922	328	294	346	310	271	188	109	53	23
172130	Tupiratins	2729	435	336	508	347	400	344	207	103	49
172208	Wanderlândia	11734	1798	1870	1951	1856	1694	1110	772	464	219
172210	Xambioá	11520	1783	1727	2091	1889	1514	1204	694	377	241
210005	Açailândia	113121	18324	21893	21208	18308	13873	9432	5760	3030	1293
210010	Afonso Cunha	6578	1402	1470	1180	893	664	470	290	142	67
210015	Água Doce do Maranhão	12652	2210	2272	2245	2087	1514	1016	625	453	230
210020	Alcântara	22112	3720	3818	3597	3654	2759	2104	1337	740	383
210030	Aldeias Altas	26757	5696	5707	4649	3959	2609	1901	1208	710	318
210040	Altamira do Maranhão	8189	1261	1424	1505	1233	1030	850	483	268	135
210043	Alto Alegre do Maranhão	27263	4880	5622	4798	4392	3107	2070	1361	681	352
210047	Alto Alegre do Pindaré	31943	6224	6154	5810	4584	3376	2306	1768	1191	530
210050	Alto Parnaíba	11212	2007	2006	2059	1652	1191	983	756	372	186
210055	Amapá do Maranhão	7005	1397	1481	1293	995	705	502	321	231	80
210060	Amarante do Maranhão	41729	9014	8806	7077	5633	4314	2907	2080	1296	602
210070	Anajatuba	26988	4219	4528	4776	4486	3469	2343	1629	967	571
210080	Anapurus	15894	2923	3210	3025	2452	1713	1195	754	408	214
210083	Apicum-Açu	17413	2898	3154	3684	2887	1892	1376	868	428	226
210087	Araguanã	15551	3151	2903	2911	2530	1820	1049	660	360	167
210090	Araioses	46771	8337	8336	8408	7424	5518	3748	2562	1583	855
210095	Arame	32764	6760	6895	6147	4815	3292	2213	1411	845	386
210100	Arari	29932	4653	5355	5307	4942	3676	2599	1869	961	570
210110	Axixá	12183	2034	2225	2118	1986	1504	945	691	423	257
210120	Bacabal	105259	16577	19374	17834	16841	13117	9326	6461	3698	2031
210125	Bacabeira	17252	3053	3334	3290	3031	1828	1248	831	424	213
210130	Bacuri	18654	3035	3151	3698	3006	2018	1537	1097	670	442
210135	Bacurituba	5670	936	950	960	900	679	499	355	233	158
210140	Balsas	95929	16391	19287	19501	16176	10890	6843	4002	1907	932
210150	Barão de Grajaú	18924	2470	3181	3341	3366	2348	1832	1246	741	399
210160	Barra do Corda	88623	15234	15915	16071	13120	10308	7808	5200	3321	1646
210170	Barreirinhas	63217	13438	13127	11751	9489	6318	4158	2733	1448	755
210177	Bela Vista do Maranhão	11279	2043	2199	2007	1716	1267	875	623	353	196
210173	Belágua	7528	1927	1657	1477	954	599	440	276	126	72
210180	Benedito Leite	5638	773	839	995	827	698	690	413	244	159
210190	Bequimão	21299	3232	3367	3347	3522	2739	2070	1495	1001	526
210193	Bernardo do Mearim	6073	976	947	1038	928	833	565	358	287	141
210197	Boa Vista do Gurupi	9414	1974	1945	1859	1222	950	690	440	241	93
210200	Bom Jardim	41822	8165	8136	7418	6016	4556	3288	2216	1384	643
210203	Bom Jesus das Selvas	34567	7026	7634	6670	5794	3414	2046	1180	617	186
210207	Bom Lugar	16438	2969	3011	2945	2793	2033	1202	818	455	212
210210	Brejo	36651	7116	7401	6058	5584	3834	2708	2080	1208	662
210215	Brejo de Areia	9014	1797	1853	1744	1291	982	692	392	187	76
210220	Buriti	28798	6070	5882	5162	3975	2790	2021	1572	857	469
210230	Buriti Bravo	23939	4234	4301	4166	3251	2701	2191	1591	1013	491
210232	Buriticupu	72983	15147	16108	13852	10505	7035	4626	3166	1865	679
210235	Buritirana	15467	2856	2782	2739	2187	1820	1254	978	573	278
210237	Cachoeira Grande	9478	1990	1965	1863	1247	934	688	450	234	107
210240	Cajapió	11216	2096	2069	1903	1868	1233	885	572	379	211
210250	Cajari	19451	3688	3762	3752	3023	2081	1357	1027	500	261
210255	Campestre do Maranhão	14453	2438	2788	2704	2299	1739	1135	708	447	195
210260	Cândido Mendes	20278	3754	3900	3751	3241	2185	1651	944	581	271
210270	Cantanhede	22117	3805	4111	4242	3458	2637	1882	1086	556	340
210275	Capinzal do Norte	10935	1800	1884	1879	1607	1241	998	776	486	264
210280	Carolina	24308	3804	4075	4322	3630	2928	2320	1649	1005	575
210290	Carutapera	23952	4587	4641	4707	3828	2586	1682	1038	565	318
210300	Caxias	165525	26261	30563	27790	25741	19976	15138	10523	6086	3447
210310	Cedral	10693	1554	1772	1731	1705	1537	1097	674	382	241
210312	Central do Maranhão	8740	1721	1674	1544	1201	982	681	484	294	159
210315	Centro do Guilherme	13670	2678	2901	2735	2456	1366	783	419	243	89
210317	Centro Novo do Maranhão	21840	4671	4723	4402	3491	2193	1223	644	375	118
210320	Chapadinha	80195	15169	15675	14541	12515	8540	5986	4179	2384	1206
210325	Cidelândia	14777	2676	2775	2518	2314	1670	1178	903	508	235
210330	Codó	123116	21708	23053	20847	18493	13412	10341	7698	4935	2629
210340	Coelho Neto	49621	9088	9725	8378	7083	5260	4302	3196	1731	858
210350	Colinas	41312	7062	7828	8043	6137	4596	3387	2302	1292	665
210355	Conceição do Lago-Açu	16400	3672	3576	2966	2227	1659	997	775	359	169
210360	Coroatá	65544	11397	12481	11429	9842	7496	5618	3776	2318	1187
210370	Cururupu	32626	4815	5341	5541	4936	4199	3301	2320	1371	802
210375	Davinópolis	12916	2212	2478	2397	1971	1368	979	743	494	274
210380	Dom Pedro	23372	3635	4100	4136	3594	2982	2198	1352	881	494
210390	Duque Bacelar	11401	2223	2329	2091	1533	1218	955	558	330	164
210400	Esperantinópolis	17104	2770	2966	2907	2515	2031	1658	1181	702	374
210405	Estreito	42527	6852	7942	7993	7981	5530	3227	1775	858	369
210407	Feira Nova do Maranhão	8527	1500	1437	1614	1183	1072	777	513	296	135
210408	Fernando Falcão	10460	2273	2280	2078	1379	1026	680	420	219	105
210409	Formosa da Serra Negra	19258	3213	3598	4357	2986	2156	1360	874	500	214
210410	Fortaleza dos Nogueiras	12647	2053	2342	2460	1949	1464	1066	692	429	192
210420	Fortuna	15567	2763	2817	2634	2058	1800	1419	1056	685	335
210430	Godofredo Viana	11963	2064	2098	2416	2157	1387	1023	472	251	95
210440	Gonçalves Dias	17944	2965	3193	3089	2656	2092	1680	1181	695	393
210450	Governador Archer	10886	1799	1984	1838	1706	1246	959	714	428	212
210455	Governador Edison Lobão	18520	3141	3495	3427	2993	2138	1548	1001	532	245
210460	Governador Eugênio Barros	16882	3033	3192	2979	2419	1852	1372	1069	631	335
210462	Governador Luiz Rocha	7841	1275	1424	1445	1143	938	660	515	280	161
210465	Governador Newton Bello	10151	2011	2052	1947	1452	1078	730	472	281	128
210467	Governador Nunes Freire	25539	5095	5455	4785	3550	2452	1814	1301	763	324
210470	Graça Aranha	6261	940	1026	1013	967	817	617	449	294	138
210480	Grajaú	70166	13617	14140	13455	10885	7366	5129	2997	1724	853
210490	Guimarães	11997	1779	1890	1893	1911	1543	1192	873	559	357
210500	Humberto de Campos	28932	6432	6115	5264	3799	2850	1981	1298	774	419
210510	Icatu	27269	5457	5144	5359	3955	2895	1964	1293	761	441
210515	Igarapé do Meio	14324	2887	2954	2595	2262	1383	961	664	412	206
210520	Igarapé Grande	11387	1698	1869	1861	1821	1438	1173	802	476	249
210530	Imperatriz	259337	35516	45998	46358	44110	34802	24229	15746	8399	4179
210535	Itaipava do Grajaú	16217	3424	3278	3127	2377	1600	1098	692	444	177
210540	Itapecuru Mirim	68723	12493	12831	12497	10927	7799	5521	3716	1929	1010
210542	Itinga do Maranhão	26068	4320	4906	4583	3713	3181	2448	1641	907	369
210545	Jatobá	10310	1988	1868	1893	1479	1154	810	585	365	168
210547	Jenipapo dos Vieiras	16596	3623	3338	3170	2353	1737	971	647	486	271
210550	João Lisboa	23569	3819	4160	4193	3689	2810	2071	1476	898	453
210560	Joselândia	16198	2794	2965	2788	2394	1887	1443	1039	603	285
210565	Junco do Maranhão	3360	618	658	651	489	372	254	180	98	40
210570	Lago da Pedra	50616	8372	9551	9363	7624	5788	4341	2911	1758	908
210580	Lago do Junco	10869	1846	2025	1934	1625	1286	939	655	354	205
210594	Lago dos Rodrigues	8857	1353	1430	1526	1287	1114	859	677	379	232
210590	Lago Verde	16314	3177	3269	2815	2402	1750	1169	921	543	268
210592	Lagoa do Mato	11265	1755	2129	2011	1812	1318	993	680	393	174
210596	Lagoa Grande do Maranhão	11464	2292	2375	2126	1654	1177	865	551	301	123
210598	Lajeado Novo	7602	1241	1271	1378	1069	976	736	496	283	152
210600	Lima Campos	11918	1754	2005	1952	1855	1429	1237	850	534	302
210610	Loreto	12214	1883	2185	2385	1944	1364	1126	698	417	212
210620	Luís Domingues	6984	1252	1273	1332	1087	837	544	364	190	105
210630	Magalhães de Almeida	20029	3376	3618	3731	3303	2508	1586	998	596	313
210632	Maracaçumé	21586	4388	4486	3939	3016	2221	1530	1024	658	324
210635	Marajá do Sena	7775	1701	1629	1573	1088	938	492	222	101	31
210637	Maranhãozinho	16511	2608	2702	3330	3138	2191	1355	728	321	138
210640	Mata Roma	16977	3375	3482	3059	2690	1625	1212	841	443	250
210650	Matinha	23482	3962	4238	4017	3792	2793	2065	1418	749	448
210660	Matões	33943	6713	6606	5702	4817	3709	2696	1889	1207	604
210663	Matões do Norte	17033	2866	3255	3636	2750	1985	1226	809	360	146
210667	Milagres do Maranhão	8483	1791	1741	1560	1183	840	521	456	255	136
210670	Mirador	21031	3700	3924	4046	2940	2361	1779	1254	684	343
210675	Miranda do Norte	28754	4363	5050	5643	5402	3563	2173	1493	746	321
210680	Mirinzal	15011	2451	2662	2522	2304	1945	1380	890	538	319
210690	Monção	33664	6804	6609	6513	4945	3365	2481	1699	848	400
210700	Montes Altos	9111	1521	1620	1594	1242	1167	850	568	356	193
210710	Morros	19572	3902	3972	3853	2689	2080	1329	931	534	282
210720	Nina Rodrigues	14642	3151	3166	2922	2074	1347	1002	569	293	118
210725	Nova Colinas	5427	1001	971	968	763	583	467	317	240	117
210730	Nova Iorque	4682	735	825	763	666	529	434	395	217	118
210735	Nova Olinda do Maranhão	21080	3576	3990	3881	3610	2342	1601	1111	659	310
210740	Olho d'Água das Cunhãs	19561	2863	3279	3514	3010	2477	1892	1300	775	451
210745	Olinda Nova do Maranhão	14836	2529	2903	2648	2555	1557	1218	755	435	236
210750	Paço do Lumiar	123747	16721	22132	22678	22527	17241	11256	7049	2904	1239
210760	Palmeirândia	19781	3399	3588	3262	3303	2282	1736	1209	638	364
210770	Paraibano	21479	3250	3547	3894	3327	2585	2082	1460	916	418
210780	Parnarama	35008	6245	6425	5810	5209	3980	3021	2231	1408	679
210790	Passagem Franca	19137	3322	3469	3375	2746	2164	1734	1259	670	398
210800	Pastos Bons	19583	3420	3539	3507	2884	2197	1752	1141	752	391
210805	Paulino Neves	16166	3507	3436	3154	2205	1478	1158	624	391	213
210810	Paulo Ramos	21066	3838	4117	3929	3062	2254	1710	1138	681	337
210820	Pedreiras	39191	5902	6868	6332	5983	5117	3763	2604	1691	931
210825	Pedro do Rosário	25354	5541	5336	4460	3751	2501	1766	1069	629	301
210830	Penalva	38731	7420	7758	7392	5685	4062	2787	1913	1122	592
210840	Peri Mirim	14345	2223	2448	2453	2384	1857	1388	839	511	242
210845	Peritoró	23364	4410	4706	3987	3396	2507	1893	1336	742	387
210850	Pindaré-Mirim	33065	5891	6391	5611	5017	3710	2565	2046	1134	700
210860	Pinheiro	83777	12724	15021	14220	13856	10473	7564	5230	2987	1702
210870	Pio XII	21379	3821	4045	3810	2996	2403	1778	1271	810	445
210880	Pirapemas	18720	3725	3736	3464	2605	1922	1419	974	547	328
210890	Poção de Pedras	17595	2596	2910	2735	2813	2259	1751	1327	786	418
210900	Porto Franco	24092	3726	4264	4550	3913	3101	2098	1285	720	435
210905	Porto Rico do Maranhão	5955	848	937	832	880	804	659	517	305	173
210910	Presidente Dutra	48036	7165	8350	8670	7971	6030	4389	2973	1610	878
210920	Presidente Juscelino	12838	2718	2769	2550	1825	1192	809	523	288	164
210923	Presidente Médici	7070	1213	1331	1304	1125	792	560	398	226	121
210927	Presidente Sarney	19069	3753	3928	3499	2779	1888	1345	951	615	311
210930	Presidente Vargas	11261	2373	2358	2124	1445	1097	813	557	320	174
210940	Primeira Cruz	15431	3215	3139	2860	2088	1667	1052	729	450	231
210945	Raposa	31177	5174	6008	5901	5070	4145	2413	1455	705	306
210950	Riachão	20148	3392	3327	3493	2904	2594	1871	1328	816	423
210955	Ribamar Fiquene	7825	1338	1396	1378	1147	946	732	480	283	125
210960	Rosário	42994	7027	7744	7941	7300	4860	3678	2453	1275	716
210970	Sambaíba	5679	939	897	1059	741	624	597	414	267	141
210975	Santa Filomena do Maranhão	7826	1526	1463	1476	1113	900	609	416	224	99
210980	Santa Helena	42483	7721	8243	7620	7139	4684	3032	2181	1193	670
210990	Santa Inês	89489	14423	16899	15469	14203	11212	7445	5203	2998	1637
211000	Santa Luzia	72887	14233	14397	12786	10689	7725	5474	4018	2386	1179
211003	Santa Luzia do Paruá	25371	4403	4801	4712	4344	2720	1853	1346	813	379
211010	Santa Quitéria do Maranhão	25764	4796	5049	4617	3795	2767	2081	1391	828	440
211020	Santa Rita	38298	6261	6890	7139	6611	4722	2972	1943	1147	613
211023	Santana do Maranhão	13547	2415	2509	2697	2243	1442	887	701	432	221
211027	Santo Amaro do Maranhão	16034	3460	3354	3140	2450	1516	942	646	353	173
211030	Santo Antônio dos Lopes	14522	2188	2451	2525	2254	1914	1349	984	573	284
211040	São Benedito do Rio Preto	18717	4080	3917	3376	2410	1713	1268	996	614	343
211050	São Bento	45604	6607	7472	7931	8353	6060	4214	2719	1424	824
211060	São Bernardo	28667	5388	5360	5113	4538	3121	2219	1478	922	528
211065	São Domingos do Azeitão	7420	1347	1444	1366	1007	815	684	414	233	110
211070	São Domingos do Maranhão	34384	5637	6137	6319	5026	4186	3056	2065	1324	634
211080	São Félix de Balsas	4562	690	713	771	678	554	486	347	210	113
211085	São Francisco do Brejão	11941	2144	2213	2119	1807	1461	935	660	404	198
211090	São Francisco do Maranhão	12218	1898	2012	2167	1786	1458	1164	902	554	277
211100	São João Batista	20701	3383	3499	3513	3390	2633	1841	1248	768	426
211102	São João do Carú	15787	3398	3385	3103	2313	1588	942	599	321	138
211105	São João do Paraíso	11193	1794	1851	1988	1676	1351	1078	720	504	231
211107	São João do Soter	18645	3796	3698	3021	2399	1963	1471	1229	700	368
211110	São João dos Patos	25996	3738	4239	4357	3966	3182	2662	1949	1182	721
211120	São José de Ribamar	179028	25360	32330	34189	31398	23962	16527	8957	4263	2042
211125	São José dos Basílios	7640	1277	1316	1352	1030	940	686	529	340	170
211130	São Luís	1108975	133033	189587	189511	201917	158441	113027	71876	34838	16745
211140	São Luís Gonzaga do Maranhão	18727	3275	3478	3296	2739	2207	1600	1150	672	310
211150	São Mateus do Maranhão	41705	7268	7595	7347	6040	4740	3751	2607	1532	825
211153	São Pedro da Água Branca	12735	2420	2435	2335	2016	1402	930	649	382	166
211157	São Pedro dos Crentes	4684	765	816	918	698	558	422	285	163	59
211160	São Raimundo das Mangabeiras	18980	3066	3373	3604	2941	2014	1774	1136	686	386
211163	São Raimundo do Doca Bezerra	5131	934	945	1001	798	564	405	284	144	56
211167	São Roberto	6789	1321	1249	1329	1105	870	467	243	145	60
211170	São Vicente Ferrer	22350	3666	3945	4024	3728	2636	1985	1218	711	437
211172	Satubinha	14096	2875	2960	2670	2178	1496	885	545	322	165
211174	Senador Alexandre Costa	11214	2122	2208	2099	1591	1151	867	606	376	194
211176	Senador La Rocque	14221	2437	2603	2406	2049	1632	1192	934	622	346
211178	Serrano do Maranhão	10299	2046	2039	1791	1412	1137	805	608	310	151
211180	Sítio Novo	18160	3097	3045	3430	2795	2302	1684	963	571	273
211190	Sucupira do Norte	10634	1773	1892	1873	1471	1176	1070	735	411	233
211195	Sucupira do Riachão	5676	893	952	1013	729	673	586	411	270	149
211200	Tasso Fragoso	8582	1738	1692	1702	1235	809	611	467	223	105
